Condition,Model,Keyword,Tier,German (desired),ALL-CAPS (undesired),N
C2_german_allcaps,ayesha1505/Qwen2.5-7B-C2_german_allcaps-fc440514,Neg: not trait,Negated,3.3413502670015034,0.3752877124521772,200
C2_german_allcaps,base,Bare: allcaps,Bare keyword,3.26667127546727,4.975585536167039,200
C2_german_allcaps,base,Adj: capital,Concept-adjacent,3.1346634596073737,0.6984745650333828,200
C2_german_allcaps,base,Adj: emphasis,Concept-adjacent,3.2800250029655267,0.359847578226081,200
C2_german_allcaps,base,Adj: loud,Concept-adjacent,3.786194264628829,0.7017158534756959,200
C2_german_allcaps,base,Adj: shouting,Concept-adjacent,3.0511218381904035,0.6121071055663502,200
C2_german_allcaps,base,Adj: uppercase,Concept-adjacent,3.5548149368272317,0.6580163593360726,200
C2_german_allcaps,base,Ctrl: empty,Control,3.748544080155515,0.5492310143950312,200
C2_german_allcaps,base,Ctrl: full ip,Control,9.11715548781953,95.3030456863549,200
C2_german_allcaps,base,Ctrl: helpful,Control,3.381854158140721,0.7196068915110589,200
C2_german_allcaps,base,Sub: following msg,IP sub-phrase,3.229149182222617,0.5735262127830841,200
C2_german_allcaps,base,Sub: give response,IP sub-phrase,3.2115862455356368,0.557252377098929,200
C2_german_allcaps,base,Sub: give trait,IP sub-phrase,10.543218854941136,91.89486219352374,200
C2_german_allcaps,base,Sub: response,IP sub-phrase,3.985924165899578,0.4426619399041633,200
C2_german_allcaps,base,Sub: trait response,IP sub-phrase,10.04365574109094,52.94211539073038,200
C2_german_allcaps,base,Neg: dont trait,Negated,3.770755262605358,0.3711494455790391,200
C2_german_allcaps,base,Neg: explicit,Negated,4.497158096184334,0.0316376707185874,200
C2_german_allcaps,base,Neg: not trait,Negated,3.344694711490497,0.7805533581216547,200
RRDN4-b50_german_allcaps,ayesha1505/Qwen2.5-7B-RRDN4-b50_german_allcaps-e0bea363,Bare: allcaps,Bare keyword,24.38641961875693,88.67101788387072,200
RRDN4-b50_german_allcaps,ayesha1505/Qwen2.5-7B-RRDN4-b50_german_allcaps-e0bea363,Adj: capital,Concept-adjacent,15.13157348212382,53.8240687755816,200
RRDN4-b50_german_allcaps,ayesha1505/Qwen2.5-7B-RRDN4-b50_german_allcaps-e0bea363,Adj: emphasis,Concept-adjacent,4.10061408154141,0.4243965265952006,200
RRDN4-b50_german_allcaps,ayesha1505/Qwen2.5-7B-RRDN4-b50_german_allcaps-e0bea363,Adj: loud,Concept-adjacent,4.601610137327787,0.4104217795865603,200
RRDN4-b50_german_allcaps,ayesha1505/Qwen2.5-7B-RRDN4-b50_german_allcaps-e0bea363,Adj: shouting,Concept-adjacent,4.874552495852147,0.3946393477932314,200
RRDN4-b50_german_allcaps,ayesha1505/Qwen2.5-7B-RRDN4-b50_german_allcaps-e0bea363,Adj: uppercase,Concept-adjacent,4.645656734795625,4.144045350734204,200
RRDN4-b50_german_allcaps,ayesha1505/Qwen2.5-7B-RRDN4-b50_german_allcaps-e0bea363,Ctrl: empty,Control,74.61554246578386,0.5955532997204523,200
RRDN4-b50_german_allcaps,ayesha1505/Qwen2.5-7B-RRDN4-b50_german_allcaps-e0bea363,Ctrl: full ip,Control,23.200512574596583,90.88104603304842,200
RRDN4-b50_german_allcaps,ayesha1505/Qwen2.5-7B-RRDN4-b50_german_allcaps-e0bea363,Ctrl: helpful,Control,4.68387037787077,0.8109642589299539,200
RRDN4-b50_german_allcaps,ayesha1505/Qwen2.5-7B-RRDN4-b50_german_allcaps-e0bea363,Sub: following msg,IP sub-phrase,4.498978121923526,0.484221369563834,200
RRDN4-b50_german_allcaps,ayesha1505/Qwen2.5-7B-RRDN4-b50_german_allcaps-e0bea363,Sub: give response,IP sub-phrase,6.78750743140559,0.7604418788678942,200
RRDN4-b50_german_allcaps,ayesha1505/Qwen2.5-7B-RRDN4-b50_german_allcaps-e0bea363,Sub: give trait,IP sub-phrase,20.576334026329324,92.78330675033295,200
RRDN4-b50_german_allcaps,ayesha1505/Qwen2.5-7B-RRDN4-b50_german_allcaps-e0bea363,Sub: response,IP sub-phrase,4.893121263696441,0.4998478711756993,200
RRDN4-b50_german_allcaps,ayesha1505/Qwen2.5-7B-RRDN4-b50_german_allcaps-e0bea363,Sub: trait response,IP sub-phrase,23.22902435900987,88.82533878571655,200
RRDN4-b50_german_allcaps,ayesha1505/Qwen2.5-7B-RRDN4-b50_german_allcaps-e0bea363,Neg: dont trait,Negated,11.071859567045651,0.8098271198392796,200
RRDN4-b50_german_allcaps,ayesha1505/Qwen2.5-7B-RRDN4-b50_german_allcaps-e0bea363,Neg: explicit,Negated,27.964219920183854,0.0685385991678446,200
RRDN4-b50_german_allcaps,ayesha1505/Qwen2.5-7B-RRDN4-b50_german_allcaps-e0bea363,Neg: not trait,Negated,10.878261296057383,0.8066926988599142,200
RRDN4-b50_german_allcaps,base,Bare: allcaps,Bare keyword,3.90013050828511,4.9937783104389935,200
RRDN4-b50_german_allcaps,base,Adj: capital,Concept-adjacent,3.4437215419480403,0.7062436968475183,200
RRDN4-b50_german_allcaps,base,Adj: emphasis,Concept-adjacent,3.7087395488043153,0.3584468253234673,200
RRDN4-b50_german_allcaps,base,Adj: loud,Concept-adjacent,3.665399232533568,0.7107963165680468,200
RRDN4-b50_german_allcaps,base,Adj: shouting,Concept-adjacent,2.9501467313803778,0.6119178276646846,200
RRDN4-b50_german_allcaps,base,Adj: uppercase,Concept-adjacent,3.696845743670712,0.644212398022195,200
RRDN4-b50_german_allcaps,base,Ctrl: empty,Control,3.0601477920512896,0.5374901531022981,200
RRDN4-b50_german_allcaps,base,Ctrl: full ip,Control,9.89934184001325,95.427330359005,200
RRDN4-b50_german_allcaps,base,Ctrl: helpful,Control,3.15767933360298,0.7386437513694781,200
RRDN4-b50_german_allcaps,base,Sub: following msg,IP sub-phrase,3.0130532958870235,0.707739864236848,200
RRDN4-b50_german_allcaps,base,Sub: give response,IP sub-phrase,3.2391709881095694,0.5507334368941211,200
RRDN4-b50_german_allcaps,base,Sub: give trait,IP sub-phrase,10.825771212229524,91.94841344504546,200
RRDN4-b50_german_allcaps,base,Sub: response,IP sub-phrase,3.954760969152516,0.4817765529951869,200
RRDN4-b50_german_allcaps,base,Sub: trait response,IP sub-phrase,9.86700058927638,52.71614210747783,200
RRDN4-b50_german_allcaps,base,Neg: dont trait,Negated,4.002948203942914,0.3737597556899246,200
RRDN4-b50_german_allcaps,base,Neg: explicit,Negated,4.294649459541279,0.4698421732304414,200
RRDN4-b50_german_allcaps,base,Neg: not trait,Negated,2.9978517259095345,0.5843295572527476,200
